Target Link,Target Name,Target ID,Attacker 1,Attacker 1 Leader,Attacker 2,Attacker 2 Leader,Attacker 3,Attacker 3 Leader,,Defender 1,Defender 1 Leader,Defender 2,Defender 2 Leader,Defender 3,Defender 3 Leader,Defender 4,Defender 4 Leader,Defender 5,Defender 5 Leader
https://politicsandwar.com/nation/id=33644,Arfcom,33644,https://politicsandwar.com/nation/id=207627,GrandmasterBee,https://politicsandwar.com/nation/id=65816,Kabu,https://politicsandwar.com/nation/id=20653,Sval,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=152232,United Cats of America,152232,https://politicsandwar.com/nation/id=123779,Asierith,https://politicsandwar.com/nation/id=205964,A human,https://politicsandwar.com/nation/id=84969,Zeannon,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=59381,Prometheus,59381,https://politicsandwar.com/nation/id=194382,Taiga Aisaka,https://politicsandwar.com/nation/id=148081,Madder Red,https://politicsandwar.com/nation/id=21196,Tyras Calidan,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=55073,The Florence Republic,55073,https://politicsandwar.com/nation/id=14003,Zygon,https://politicsandwar.com/nation/id=68915,Darth Ataxia,https://politicsandwar.com/nation/id=64703,My2Lemons,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=110520,Freemen,110520,https://politicsandwar.com/nation/id=194382,Taiga Aisaka,https://politicsandwar.com/nation/id=148081,Madder Red,https://politicsandwar.com/nation/id=20653,Sval,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=19635,Odisha,19635,https://politicsandwar.com/nation/id=123779,Asierith,https://politicsandwar.com/nation/id=205964,A human,https://politicsandwar.com/nation/id=84969,Zeannon,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=167082,United States of Jewdini,167082,https://politicsandwar.com/nation/id=60766,Daveth,https://politicsandwar.com/nation/id=116152,Ion Constantinescu,https://politicsandwar.com/nation/id=112098,Miyamoto Musashi,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=152014,Mountain and Vale,152014,https://politicsandwar.com/nation/id=60766,Daveth,https://politicsandwar.com/nation/id=116152,Ion Constantinescu,https://politicsandwar.com/nation/id=107297,bulbasaursucks,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=49033,Democratic Pakistan,49033,https://politicsandwar.com/nation/id=92845,Billy,https://politicsandwar.com/nation/id=163803,Haakon,https://politicsandwar.com/nation/id=107297,bulbasaursucks,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=213029,Thoastan,213029,https://politicsandwar.com/nation/id=245457,Karan,https://politicsandwar.com/nation/id=117241,Waldo,,Loading...,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=233588,Tamil Nilam,233588,https://politicsandwar.com/nation/id=245457,Karan,https://politicsandwar.com/nation/id=117241,Waldo,,Loading...,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=238888,Flavee,238888,https://politicsandwar.com/nation/id=203679,James Paul McCartney,https://politicsandwar.com/nation/id=125702,KingDracula,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=76671,Democratic Shanghai,76671,https://politicsandwar.com/nation/id=203679,James Paul McCartney,https://politicsandwar.com/nation/id=125702,KingDracula,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=177815,Enverland,177815,https://politicsandwar.com/nation/id=234558,Shamadruu,https://politicsandwar.com/nation/id=204444,MrPineapple,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=106810,sklandia,106810,https://politicsandwar.com/nation/id=226169,Starfuze,https://politicsandwar.com/nation/id=154379,Bismol,https://politicsandwar.com/nation/id=177573,Tacticus,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=10815,Gibraltar,10815,https://politicsandwar.com/nation/id=127170,Ragnarok8085,https://politicsandwar.com/nation/id=94204,Al Fappino,https://politicsandwar.com/nation/id=125354,Strett,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=80762,Slavistan,80762,https://politicsandwar.com/nation/id=92845,Billy,https://politicsandwar.com/nation/id=163803,Haakon,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=210560,Doggy,210560,https://politicsandwar.com/nation/id=234558,Shamadruu,https://politicsandwar.com/nation/id=204444,MrPineapple,,Loading...,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=91754,Havork Empire,91754,https://politicsandwar.com/nation/id=94113,Trouble 3,https://politicsandwar.com/nation/id=240724,Lemon Lord,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=162009,The Holy Britannia Empire,162009,https://politicsandwar.com/nation/id=127170,Ragnarok8085,https://politicsandwar.com/nation/id=94204,Al Fappino,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=213458,Pruswick-Saxonburg,213458,https://politicsandwar.com/nation/id=94113,Trouble 3,https://politicsandwar.com/nation/id=240724,Lemon Lord,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=150945,Talamh an Eisc,150945,https://politicsandwar.com/nation/id=188556,Kamade,https://politicsandwar.com/nation/id=182262,MFG45320,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=219334,Astora,219334,https://politicsandwar.com/nation/id=256434,Tomoya,https://politicsandwar.com/nation/id=188556,Kamade,,#ERROR!,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=191840,Emirose,191840,https://politicsandwar.com/nation/id=256434,Tomoya,https://politicsandwar.com/nation/id=235391,BabyYoda,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=89441,Evlamican Empire,89441,https://politicsandwar.com/nation/id=188556,Kamade,https://politicsandwar.com/nation/id=182262,MFG45320,,Loading...,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=43325,United Britannic Kingdoms,43325,https://politicsandwar.com/nation/id=204014,Henry Sutton,https://politicsandwar.com/nation/id=60910,Kyosuke,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=253407,Aldur,253407,https://politicsandwar.com/nation/id=206764,Auto Von Bismarck,https://politicsandwar.com/nation/id=134871,Kebabini,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=57196,Atlandis,57196,https://politicsandwar.com/nation/id=217361,Cthulhu The Devourer,https://politicsandwar.com/nation/id=235391,BabyYoda,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=283908,Questionable Origin,283908,https://politicsandwar.com/nation/id=206764,Auto Von Bismarck,https://politicsandwar.com/nation/id=134871,Kebabini,,#ERROR!,,,,,,,,,,,
